Entity	Year	Annual COâ‚‚ emissions (per capita)
Uruguay	1942	35607666
Uzbekistan	1942	10534725
Venezuela	1942	2655164
Vietnam	1942	16925097
World	1942	21315649
Zimbabwe	1942	17400095
Africa	1941	27570948
Albania	1941	562687
Algeria	1941	3960487
Andorra	1941	0
Argentina	1941	9720639
Armenia	1941	7428311
Asia	1941	36855122
Asia (excl. China and India)	1941	75875044
Australia	1941	5571768
Austria	1941	11829128
Azerbaijan	1941	19528099
Bahrain	1941	23919178
Belarus	1941	16288481
Belgium	1941	7812043
Bhutan	1941	0
Bolivia	1941	3570123
Brazil	1941	14752005
Brunei	1941	45973362
Bulgaria	1941	66653836
Canada	1941	10331519
Chile	1941	99563843
China	1941	22169025
Colombia	1941	3929144
Cote d'Ivoire	1941	0
Cuba	1941	15872668
Czechia	1941	5218413
Democratic Republic of Congo	1941	9665892
Denmark	1941	4481733
Ecuador	1941	27333638
Egypt	1941	23555782
Eritrea	1941	50671883
Estonia	1941	38699045
Ethiopia	1941	623873
Europe	1941	40566373
Europe (excl. EU-27)	1941	41315384
Europe (excl. EU-28)	1941	23959956
European Union (27)	1941	40095816
European Union (28)	1941	4749549
Finland	1941	87141585
France	1941	29683535
Georgia	1941	5390178
Germany	1941	9196745
Greece	1941	18364085
Guatemala	1941	4605953
Guinea	1941	0
High-income countries	1941	6547583
Hong Kong	1941	32005362
Hungary	1941	19309027
Iceland	1941	336168
India	1941	14319769
Indonesia	1941	4216173
Iran	1941	13552606
Iraq	1941	11365299
Ireland	1941	29032726
Israel	1941	6370796
Italy	1941	9769447
Japan	1941	20727978
Kazakhstan	1941	4726333
Kyrgyzstan	1941	15338738
Latvia	1941	14705309
Lebanon	1941	1919647
Lithuania	1941	17868313
Low-income countries	1941	16320647
Lower-middle-income countries	1941	27909982
Malaysia	1941	42863265
Mauritania	1941	0
Mexico	1941	10980154
Moldova	1941	20370393
Morocco	1941	50019305
Mozambique	1941	11591619
Myanmar	1941	20738079
Netherlands	1941	41336946
New Zealand	1941	30127628
Nigeria	1941	312984
North America	1941	12028792
North America (excl. USA)	1941	29999006
North Korea	1941	1673606
Norway	1941	15946462
Oceania	1941	4277715
Papua New Guinea	1941	0
Peru	1941	8011031
Philippines	1941	61382786
Poland	1941	5756054
Portugal	1941	48880404
Romania	1941	14174976
Russia	1941	27701175
Saudi Arabia	1941	6404235
Sierra Leone	1941	0
Singapore	1941	0
Slovakia	1941	5603215
South Africa	1941	40492563
South America	1941	5507734
South Korea	1941	57031173
Spain	1941	8279653
Sweden	1941	23354127
Switzerland	1941	15525644
Syria	1941	7033765
Taiwan	1941	1323761
Tajikistan	1941	10042549
Thailand	1941	35989257
Trinidad and Tobago	1941	19656801
Tunisia	1941	43039676
Turkey	1941	3145162
Turkmenistan	1941	319267
Tuvalu	1941	0
Ukraine	1941	2421858
United Kingdom	1941	972016
United States	1941	15615902
Upper-middle-income countries	1941	664147
Uruguay	1941	43225966
Uzbekistan	1941	19040855
Venezuela	1941	35509706
Vietnam	1941	3242806
World	1941	2153978
Zimbabwe	1941	16042087
Africa	1940	25714242
Albania	1940	62906545
Algeria	1940	30772531
Andorra	1940	0
Argentina	1940	11268421
Armenia	1940	8533452
Aruba	1940	4949143
Asia	1940	3661266
Asia (excl. China and India)	1940	81464475
Australia	1940	50727487
Austria	1940	10917801
Azerbaijan	1940	22429686
Bahrain	1940	24837559
Belarus	1940	18702328
Belgium	1940	7468211
Bhutan	1940	0
Bolivia	1940	43364167
Bosnia and Herzegovina	1940	64008904
Brazil	1940	1560313
Brunei	1940	7041796
Bulgaria	1940	62356925
Canada	1940	9483877
Chile	1940	95765686
China	1940	17756674
Colombia	1940	44731176
Cote d'Ivoire	1940	0
Croatia	1940	48626676
Czechia	1940	51699367
Democratic Republic of Congo	1940	73594586
Denmark	1940	3855321
Ecuador	1940	41969788
Egypt	1940	18441434
Eritrea	1940	10259877
Estonia	1940	4397789
Europe	1940	4239569
Europe (excl. EU-27)	1940	4491559
Europe (excl. EU-28)	1940	28110101
European Union (27)	1940	4082003
European Union (28)	1940	48322177
Finland	1940	6262735
France	1940	34146125
Georgia	1940	6193766
Germany	1940	9120772
Greece	1940	32469917
Greenland	1940	0
Guinea	1940	0
High-income countries	1940	63444915
Hungary	1940	17170644
Iceland	1940	35156007
India	1940	13995251
Indonesia	1940	464612
Iran	1940	17872401
Iraq	1940	18576514
Ireland	1940	39618309
Israel	1940	8276175
Italy	1940	11245015
Japan	1940	20823512
Kazakhstan	1940	54279685
Kyrgyzstan	1940	17614253
Latvia	1940	1674408
Lebanon	1940	19556267
Lithuania	1940	20387282
Low-income countries	1940	1479438
Lower-middle-income countries	1940	30704385
Macao	1940	0
Malaysia	1940	51351666
Mauritania	1940	0
Mexico	1940	11614698
Moldova	1940	23392944
Montenegro	1940	36925116
Morocco	1940	5178163
Mozambique	1940	13257918
Myanmar	1940	209793
Netherlands	1940	37701917
New Zealand	1940	290442
Nigeria	1940	26873969
North America	1940	11201975
North America (excl. USA)	1940	28521955
North Korea	1940	15257845
North Macedonia	1940	7939303
Norway	1940	2173844
Oceania	1940	39086492
Papua New Guinea	1940	0
Peru	1940	8219782
Philippines	1940	7857779
Poland	1940	5790387
Portugal	1940	50935525
Romania	1940	15148817
Russia	1940	3182261
Saudi Arabia	1940	7666813
Serbia	1940	9379554
Sierra Leone	1940	0
Singapore	1940	0
Slovakia	1940	55884876
Slovenia	1940	9915945
South Africa	1940	3866799
South America	1940	56207323
South Korea	1940	52291572
Spain	1940	83965087
Sweden	1940	2889667
Switzerland	1940	19632797
Syria	1940	71331416
Taiwan	1940	13331386
Tajikistan	1940	11533939
Thailand	1940	36878155
Trinidad and Tobago	1940	21825397
Tunisia	1940	18861877
Turkey	1940	31144345
Turkmenistan	1940	36678383
Tuvalu	1940	0
Ukraine	1940	27821205
United Kingdom	1940	9876443
United States	1940	14487894
Upper-middle-income countries	1940	7063675
Uruguay	1940	41928988
Uzbekistan	1940	21929314
Venezuela	1940	29769819
Vietnam	1940	35416952
World	1940	2122051
Zimbabwe	1940	14963783
Africa	1939	24609981
Albania	1939	39708453
Algeria	1939	21176292
Andorra	1939	0
Argentina	1939	12569175
Armenia	1939	718241
Asia	1939	32797316
Asia (excl. China and India)	1939	7436986
Australia	1939	55146127
Austria	1939	9434641
Azerbaijan	1939	18886409
Bahrain	1939	26599966
Barbados	1939	19131262
Belarus	1939	15748701
Belgium	1939	8893595
Bhutan	1939	0
Bolivia	1939	28745057
Bosnia and Herzegovina	1939	56084335
Brazil	1939	14636898
Brunei	1939	63886772
Bulgaria	1939	5348451
Canada	1939	8410252
Chile	1939	9279073
China	1939	14638789
Colombia	1939	507288
Cote d'Ivoire	1939	0
Croatia	1939	42110085
Czechia	1939	46095834
Democratic Republic of Congo	1939	8523885
Denmark	1939	4278717
Ecuador	1939	42387488
Egypt	1939	13811542
Eritrea	1939	20740744
Estonia	1939	3675169
Europe	1939	40084133
Europe (excl. EU-27)	1939	41163793
Europe (excl. EU-28)	1939	2444169
European Union (27)	1939	39411607
European Union (28)	1939	4654112
Finland	1939	13278352
France	1939	48274617
Georgia	1939	52125865
Germany	1939	9071787
Greece	1939	34723565
Guinea	1939	0
High-income countries	1939	59095006
Hong Kong	1939	32201927
Hungary	1939	15742077
India	1939	13263759
Indonesia	1939	47943395
Iran	1939	2007598
Iraq	1939	29813683
Ireland	1939	39671454
Israel	1939	6456541
Italy	1939	10656236
Japan	1939	17589908
Kazakhstan	1939	45701694
Kyrgyzstan	1939	14831147
Latvia	1939	13832091
Lebanon	1939	53127155
Lithuania	1939	1705108
Low-income countries	1939	11717393
Lower-middle-income countries	1939	2809259
Malaysia	1939	34723765
Mauritania	1939	0
Mexico	1939	11616024
Moldova	1939	19691609
Montenegro	1939	3189327
Morocco	1939	4240515
Mozambique	1939	1346521
Myanmar	1939	2167865
Netherlands	1939	46461873
New Zealand	1939	27552645
Nigeria	1939	26830088
North America	1939	10118292
North America (excl. USA)	1939	26159027
North Korea	1939	1205877
North Macedonia	1939	6696405
Norway	1939	4209471
Oceania	1939	42247157
Papua New Guinea	1939	0
Peru	1939	92292035
Philippines	1939	59681945
Poland	1939	17900759
Portugal	1939	6279087
Romania	1939	16062545
Russia	1939	26789026
Saudi Arabia	1939	5954849
Serbia	1939	8342215
Sierra Leone	1939	0
Singapore	1939	0
Slovakia	1939	4975766
Slovenia	1939	86603546
South Africa	1939	38141108
South America	1939	53212196
South Korea	1939	41420978
Spain	1939	61586934
Sweden	1939	461101
Switzerland	1939	28207507
Syria	1939	19290354
Taiwan	1939	12667102
Tajikistan	1939	9709669
Thailand	1939	30684164
Trinidad and Tobago	1939	19629753
Tunisia	1939	10753625
Turkey	1939	2842148
Turkmenistan	1939	30879238
Tuvalu	1939	0
Ukraine	1939	23417373
United Kingdom	1939	9447781
United States	1939	13037762
Upper-middle-income countries	1939	6212079
Uruguay	1939	44307865
Uzbekistan	1939	18431455
Venezuela	1939	17211167
Vietnam	1939	3769991
World	1939	19639443
Zimbabwe	1939	1321963
Africa	1938	23430876
Albania	1938	32309836
Algeria	1938	44057337
Andorra	1938	0
Argentina	1938	12036715
Armenia	1938	71601576
Asia	1938	3121541
Asia (excl. China and India)	1938	72422165
Australia	1938	49415283
Austria	1938	86247826
Azerbaijan	1938	18828437
Bahrain	1938	29023296
Belarus	1938	15700729
Belgium	1938	9578083
Bhutan	1938	0
Bolivia	1938	22685861
Bosnia and Herzegovina	1938	538501
Brazil	1938	15324639
Brunei	1938	5398866
Bulgaria	1938	49179602
Canada	1938	76667156
Chile	1938	10422127
China	1938	12139731
Colombia	1938	33404627
Cote d'Ivoire	1938	0
Croatia	1938	40441918
Czechia	1938	42833934
Democratic Republic of Congo	1938	11886542
Denmark	1938	38729396
Ecuador	1938	41840324
Egypt	1938	55349458
Estonia	1938	3629561
Europe	1938	39432306
Europe (excl. EU-27)	1938	4092707
Europe (excl. EU-28)	1938	24143984
European Union (27)	1938	38503258
European Union (28)	1938	4572137
Finland	1938	15638816
France	1938	50033183
Georgia	1938	5196438
Germany	1938	84533
Greece	1938	39711007
Guinea	1938	0
High-income countries	1938	56154084
Hong Kong	1938	35799727
Hungary	1938	16193192
India	1938	136815
Indonesia	1938	44542503
Iran	1938	215645
Iraq	1938	14640546
Ireland	1938	34320266
Israel	1938	5826028
Italy	1938	10474766
Japan	1938	18376632
Kazakhstan	1938	45563207
Kyrgyzstan	1938	14786187
Latvia	1938	13698189
Lebanon	1938	57505295
Lithuania	1938	16870257
Low-income countries	1938	9117199
Lower-middle-income countries	1938	28351563
Malaysia	1938	3976751
Mauritania	1938	0
Mexico	1938	12695065
Moldova	1938	19631518
Montenegro	1938	30192062
Morocco	1938	6287396
Mozambique	1938	8345462
Myanmar	1938	21010901
Netherlands	1938	5003879
New Zealand	1938	2649278
Nigeria	1938	32356925
North America	1938	9302086
North America (excl. USA)	1938	24870343
North Korea	1938	9392634
North Macedonia	1938	64042366
Norway	1938	3547229
Oceania	1938	38277617
Papua New Guinea	1938	0
Peru	1938	12835417
Philippines	1938	1136982
Poland	1938	20696678
Portugal	1938	55059016
Romania	1938	1720389
Russia	1938	26708848
Saudi Arabia	1938	74620694
Serbia	1938	81193155
Sierra Leone	1938	0
Singapore	1938	0
Slovakia	1938	4548752
Slovenia	1938	83212906
South Africa	1938	3749064
South America	1938	5333058
South Korea	1938	3222253
Spain	1938	5229777
Sweden	1938	41329975
Switzerland	1938	25009625
Syria	1938	20785477
Taiwan	1938	10684358
Tajikistan	1938	9679945
Thailand	1938	26570598
Trinidad and Tobago	1938	17643373
Tunisia	1938	109292
Turkey	1938	2732669
Turkmenistan	1938	30783546
Tuvalu	1938	0
Ukraine	1938	23345964
United Kingdom	1938	9419319
United States	1938	11926593
Upper-middle-income countries	1938	59541804
Uruguay	1938	39283387
Uzbekistan	1938	18372272
Venezuela	1938	15310792
Vietnam	1938	3415506
World	1938	18747287
Zimbabwe	1938	12584813
Africa	1937	22562651
Albania	1937	27826673
Algeria	1937	9429192
Andorra	1937	0
Argentina	1937	12521453
Armenia	1937	6845387
Asia	1937	30820972
Asia (excl. China and India)	1937	69979596
Australia	1937	4992379
Austria	1937	22750432
Azerbaijan	1937	1800112
Bahrain	1937	27157732
Belarus	1937	15011703
Belgium	1937	10967416
Bhutan	1937	0
Bolivia	1937	19138856
Bosnia and Herzegovina	1937	5728065
Brazil	1937	15620214
Brunei	1937	5286885
Bulgaria	1937	4365586
Canada	1937	8469536
Chile	1937	10123421
China	1937	141227
Colombia	1937	31421402
Cote d'Ivoire	1937	0
Croatia	1937	43179688
Czechia	1937	3737125
Democratic Republic of Congo	1937	10210881
Denmark	1937	4347294
Ecuador	1937	4056019
Egypt	1937	4393957
Estonia	1937	3436858
Europe	1937	39526641
Europe (excl. EU-27)	1937	4141956
Europe (excl. EU-28)	1937	23290477
European Union (27)	1937	38352497
European Union (28)	1937	46184325
Finland	1937	18747703
France	1937	5389734
Georgia	1937	49680626
Germany	1937	79784474
Greece	1937	50793815
Guinea	1937	0
High-income countries	1937	6119153
Hungary	1937	15038664
Iceland	1937	1569595
India	1937	1241089
Indonesia	1937	4285576
Iran	1937	21884797
Iraq	1937	15487593
Ireland	1937	35696924
Israel	1937	10275028
Italy	1937	10608381
Japan	1937	1772255
Kazakhstan	1937	43566594
Kyrgyzstan	1937	14138149
Latvia	1937	13038276
Lebanon	1937	58583077
Lithuania	1937	1599512
Low-income countries	1937	6934662
Lower-middle-income countries	1937	2714988
Macao	1937	0
Malaysia	1937	4978246
Mauritania	1937	0
Mexico	1937	13254356
Moldova	1937	1877066
Montenegro	1937	316655
Morocco	1937	50872177
Mozambique	1937	1232638
Myanmar	1937	22178136
Netherlands	1937	5144685
New Zealand	1937	2759103
Nigeria	1937	3296395
North America	1937	11020559
North America (excl. USA)	1937	26773248
North Korea	1937	71356505
North Macedonia	1937	6882784
Norway	1937	40043383
Oceania	1937	38941302
Papua New Guinea	1937	0
Peru	1937	14339979
Philippines	1937	8922385
Poland	1937	19575403
Portugal	1937	66755605
Romania	1937	18548845
Russia	1937	25539296
Saudi Arabia	1937	9413391
Serbia	1937	8750323
Sierra Leone	1937	0
Singapore	1937	0
Slovakia	1937	39686477
Slovenia	1937	8870223
South Africa	1937	36386213
South America	1937	5887003
South Korea	1937	24362974
Spain	1937	2094474
Sweden	1937	45934396
Switzerland	1937	25130696
Syria	1937	21079147
Taiwan	1937	97602105
Tajikistan	1937	925514
Thailand	1937	24704002
Trinidad and Tobago	1937	15583008
Tunisia	1937	9886439
Turkey	1937	25485033
Turkmenistan	1937	29428952
Tuvalu	1937	0
Ukraine	1937	2232236
United Kingdom	1937	9871369
United States	1937	14204154
Upper-middle-income countries	1937	5960627
Uruguay	1937	3792991
Uzbekistan	1937	17562274
Venezuela	1937	23826194
Vietnam	1937	33778208
World	1937	2014623
Zimbabwe	1937	12669004
Africa	1936	21307538
Albania	1936	12147333
Algeria	1936	70609855
Andorra	1936	0
Argentina	1936	1151087
Armenia	1936	6748371
Asia	1936	29440632
Asia (excl. China and India)	1936	6539748
Australia	1936	4700504
Austria	1936	2027152
Azerbaijan	1936	17748551
Bahrain	1936	16270172
Belarus	1936	14810774
Belgium	1936	9139779
Bhutan	1936	0
Bolivia	1936	15487132
Bosnia and Herzegovina	1936	5180144
Brazil	1936	13475308
Brunei	1936	20455124
Bulgaria	1936	39752525
Canada	1936	78913813
Chile	1936	9804373
China	1936	15108936
Colombia	1936	31890097
Cote d'Ivoire	1936	0
Croatia	1936	39063352
Czechia	1936	3089687
Democratic Republic of Congo	1936	4058649
Denmark	1936	4242592
Ecuador	1936	3732037
Egypt	1936	47148738
Estonia	1936	33591173
Europe	1936	36677501
Europe (excl. EU-27)	1936	40531745
Europe (excl. EU-28)	1936	22851057
European Union (27)	1936	34291406
European Union (28)	1936	42329383
Finland	1936	13819674
France	1936	48966165
Georgia	1936	48978955
Germany	1936	7124051
Greece	1936	48335615
Guinea	1936	0
High-income countries	1936	57552853
Hungary	1936	13232002
Iceland	1936	19032942
India	1936	1136144
Indonesia	1936	37352866
Iran	1936	17958297
Iraq	1936	14407076
Ireland	1936	350138
Israel	1936	10221547
Italy	1936	757516
Japan	1936	16722602
Kazakhstan	1936	43006754
Kyrgyzstan	1936	13955857
Latvia	1936	12790061
Lebanon	1936	56170724
Lithuania	1936	1564012
Low-income countries	1936	644856
Lower-middle-income countries	1936	253494
Malaysia	1936	44396305
Mauritania	1936	0
Mexico	1936	1189099
Moldova	1936	18524337
Montenegro	1936	28233585
Morocco	1936	29688975
Mozambique	1936	109350085
Myanmar	1936	21734597
Netherlands	1936	47202134
New Zealand	1936	26541154
Nigeria	1936	26940694
North America	1936	10596622
North America (excl. USA)	1936	24626572
North Korea	1936	6780311
North Macedonia	1936	6198766
Norway	1936	3575719
Oceania	1936	36665754
Papua New Guinea	1936	0
Peru	1936	1226171
Philippines	1936	9133302
Poland	1936	1744612
Portugal	1936	56586677
Romania	1936	21861067
Russia	1936	25206919
Saudi Arabia	1936	2714283
Serbia	1936	802167
Sierra Leone	1936	0
Singapore	1936	0
Slovakia	1936	32894132
Slovenia	1936	80269635
South Africa	1936	3554351
South America	1936	4732018
South Korea	1936	23039337
Spain	1936	3246671
Sweden	1936	39896905
Switzerland	1936	23924453
Syria	1936	10059627
Taiwan	1936	90300685
Tajikistan	1936	91309696
Thailand	1936	20211884
Trinidad and Tobago	1936	12546108
Tunisia	1936	8803719
Turkey	1936	35837066
Turkmenistan	1936	28997285
Tuvalu	1936	0
Ukraine	1936	22030442
United Kingdom	1936	9617228
United States	1936	13672
Upper-middle-income countries	1936	5775992
Uruguay	1936	28840289
Uzbekistan	1936	17281884
Venezuela	1936	813603
Vietnam	1936	32017457
World	1936	19043846
Zimbabwe	1936	8835933
Africa	1935	19862159
Albania	1935	17536236
Algeria	1935	18538017
Andorra	1935	0
Argentina	1935	1086132
Armenia	1935	5949278
Asia	1935	27567023
Asia (excl. China and India)	1935	5973994
Australia	1935	4356107
Austria	1935	20769851
Azerbaijan	1935	15643563
Bahrain	1935	44345393
Belarus	1935	13041633
Belgium	1935	8758736
Bhutan	1935	0
Bolivia	1935	24811957
Bosnia and Herzegovina	1935	52926457
Brazil	1935	14721936
Brunei	1935	7034751
Bulgaria	1935	39511618
Canada	1935	72952337
Chile	1935	10139427
China	1935	1462837
Colombia	1935	27936593
Cote d'Ivoire	1935	0
Croatia	1935	39871722
